"Table  download from NOAA Fisheries ShoreZone mapping website, Fri Aug 09 2024"
"ShoreZone Unit"

Selection Criteria:

"PHY_IDENT","HabClass","BC_CLASS","EXP_BIO","SHORETYPE","ESI","ORI","TRSH","DUGR","SPZO","BLLI","WHLI","YELI","BARN","BLMU","GRAL","BRAL","SURF","EELG","SOBK","ROCK","DRKE","BUKE","CMECS_1","CMECS_2","LENGTH_M","Slope_calc","SHORE_PROB","LOST_SHORE","Wave_Dissipation","Orient_dir","Tidal_height","CVI_Rank"
"04/02/0354/A","30","1","SE","1","2A","2","","","","M","","","C","P","","","","","C","C","","","S1.1","","170.749","17","","","Plunging","NW","7.4","Low"
"04/02/0355/A","30","6","SE","6","5","4","","","","M","","","","","P","","","","C","","","","S1.2.1.2.1","","408.828","15","","","Plunging","W","7.4","Low"
"04/02/0355/B","30","1","SE","1","1A","2","","","","M","","","C","P","","","","","C","C","","","S1.1","","175.173","25","","","Collapsing","W","7.4","Low"
"04/02/0355/C","30","3","SE","3","5","4","","","","M","","","","","P","","","","C","","","","S1.1","S1.2.1.2.1","121.382","16","","","Plunging","W","7.4","Low"
"04/02/0356/A","30","3","SE","3","5","4","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","781.198","19","","","Plunging","W","7.4","Low"
"04/02/0357/A","42","3","SP","3","5","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","82.813","25","","","Collapsing","SW","7.4","Low"
"04/02/0358/A","40","6","SP","6","5","4","","P","","M","","","P","","C","","","","C","P","","","S1.2.1.2.1","","131.83","13","","","Plunging","SW","7.4","Low"
"04/02/0359/A","42","2","SP","2","6B","4","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.1","128.683","25","","","Collapsing","SW","7.4","Low"
"04/02/0360/A","40","3","SP","3","5","5","","C","","M","","","P","","C","","","","C","P","","","S1.1","S1.2.1.2.1","246.904","13","","","Plunging","S","7.4","Low"
"04/02/0361/A","41","6","SP","6","9A","5","","C","","","","","","","","","","","C","C","","","S1.2.1.2.1","","75.917","9","","","Plunging","E","7.4","Low"
"04/02/0362/A","53","7","P","7","9A","5","","C","","","","","","","","","","C","","C","","","S1.2.2.2","","108.377","6","","","Spilling","E","7.4","Low"
"04/02/0363/A","51","7","P","7","9A","5","","C","","","","","","","","","","C","","C","","","S1.2.2.2","","149.014","7","","","Spilling","SE","7.4","Low"
"04/02/0364/A","53","7","P","7","3A","5","","","","N","","","","","","","","C","","C","","","S1.2.2.2","","544.662","16","","","Plunging","W","7.4","Low"
"04/02/0365/A","53","10","P","10","10A","5","","","","","","","","","","","","C","","C","","","S1.2","S2.3","403.437","7","","","Spilling","W","7.4","Low"
"04/02/0366/A","51","6","P","6","3A","5","","","","","","","","","","","","","","","","","S1.2.1.2.1","","157.041","20","","","Plunging","N","7.4","Low"
"04/02/0367/A","40","3","SP","3","6B","5","","","","M","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","181.004","19","","","Plunging","SE","7.4","Low"
"04/02/0368/A","51","6","P","6","9A","5","","C","","","","","","","P","","","","C","C","","","S1.2.1.2.1","","227.412","10","","","Plunging","W","7.4","Low"
"04/02/0369/A","40","3","SP","3","8A","5","","","","M","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","68.063","5","","","Spilling","W","7.4","Low"
"04/02/0370/A","40","1","SP","1","8A","2","","","","N","","","P","P","","","","","C","C","","","S1.1","","221.493","26","","","Plunging","W","7.4","Low"
"04/02/0371/A","42","3","SP","3","8A","4","","","","M","","","P","","C","P","","","C","P","","","S1.1","S1.2.1.2.1","452.164","19","","","Plunging","NW","7.4","Low"
"04/02/0372/A","40","3","SP","3","6B","4","","","","M","","","C","","C","P","","","C","C","","","S1.1","S1.2.1.2.1","347.205","22","","","Plunging","W","7.4","Low"
"04/02/0373/A","50","6","P","6","9A","5","","P","","M","","","","","P","","","","C","P","","","S1.2.1.2.1","","337.906","10","","","Plunging","SW","7.4","Low"
"04/02/0374/A","50","3","P","3","5","5","","","","N","","","","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","216.971","16","","","Plunging","W","7.4","Low"
"04/02/0375/A","40","3","SP","3","8D","4","","","","M","","","","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","214.919","16","","","Plunging","E","7.4","Low"
"04/02/0376/A","50","3","P","3","8D","4","","","","M","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","221.598","13","","","Plunging","NW","7.4","Low"
"04/02/0377/A","50","3","P","3","8A","5","","","","M","","","","","C","","","","P","C","","","S1.1","S1.2.1.2.1","186.449","22","","","Plunging","S","7.4","Low"
"04/02/0378/A","51","3","P","3","5","5","","","","N","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","147.82","9","","","Plunging","W","7.4","Low"
"04/02/0379/A","50","3","P","3","6B","5","","","","N","","","","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","742.359","19","","","Plunging","SW","7.4","Low"
"04/02/0380/A","50","3","P","3","8A","5","","","","M","","","","P","P","","","","P","C","","","S1.1","S1.2.1.2.1","312.291","16","","","Plunging","N","7.4","Low"
"04/02/0381/A","51","6","P","6","9A","5","","","","N","","","","","C","","","","P","C","","","S1.2.1.2.1","","146.371","12","","","Plunging","W","7.4","Low"
"04/02/0382/A","50","3","P","3","8A","5","","","","M","","","P","","C","","","","P","C","","","S1.1","S1.2.1.2.1","216.666","16","","","Plunging","NE","7.4","Low"
"04/02/0383/A","50","3","P","3","8A","5","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","340.212","37","","","Collapsing","N","7.4","Low"
"04/02/0384/A","50","3","P","3","8A","5","","","","N","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","270.398","28","","","Plunging","NE","7.4","Low"
"04/02/0385/A","50","3","P","3","8A","5","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","467.289","15","","","Plunging","E","7.4","Low"
"04/02/0386/A","40","3","SP","3","8A","5","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","81.373","9","","","Plunging","N","7.4","Low"
"04/02/0387/A","40","3","SP","3","9A","5","","","","N","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","512.88","11","","","Plunging","NE","7.4","Low"
"04/02/0388/A","50","6","P","6","5","5","","","N","","","","","P","P","","","","C","","","","S1.2.1.2.1","","103.156","14","","","Plunging","NE","7.4","Low"
"04/02/0389/A","50","6","P","6","5","5","","","","N","","","C","","C","","","","C","C","","","S1.2.1.2.1","","87.95","16","","","Plunging","E","7.4","Low"
"04/02/0390/A","50","3","P","3","8A","5","","","","M","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","87.521","24","","","Plunging","E","7.4","Low"
"04/02/0391/A","50","3","P","3","8A","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","184.801","13","","","Plunging","NE","7.4","Low"
"04/02/0392/A","40","3","SP","3","8A","5","","","","M","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","310.423","26","","","Plunging","N","7.4","Low"
"04/02/0393/A","40","1","SP","1","8A","3","","","","M","","","","","","","","","","","","","S1.1","","173.135","62","","","Surging","NW","7.4","Low"
"04/02/0394/A","41","6","SP","6","5","5","","","","","","","","","","","","","","","","","S1.2.1.2.1","","109.035","14","","","Plunging","NW","7.4","Low"
"04/02/0395/A","40","3","SP","3","8A","5","","","","N","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","287.972","12","","","Plunging","N","7.4","Low"
"04/02/0396/A","53","6","P","6","5","5","","C","","","","","P","","","","","","","P","","","S1.2.1.2.1","","235.669","16","","","Plunging","N","7.4","Low"
"04/02/0397/A","53","10","P","10","10A","4","","","","","","","","","","","","","","P","","","S1.2","S2.3","232.011","9","","","Plunging","E","7.4","Low"
"04/02/0398/A","53","10","P","10","10A","5","","","","","","","","","","","","","","C","","","S1.2","S2.3","116.726","6","","","Spilling","S","7.4","Low"
"04/02/0399/A","51","10","P","10","10A","5","","C","","","","","P","","","","","","","P","","","S1.2","S2.3","388.148","2","","","Spilling","SW","7.4","Low"
"04/02/0400/A","51","6","P","6","5","5","","C","","","","","","","","","","","C","","","","S1.2.1.2.1","","486.095","15","","","Plunging","E","7.4","Low"
"04/02/0401/A","51","6","P","6","5","4","","C","","","","","","","","","","","","","","","S1.2.1.2.1","","674.628","15","","","Plunging","N","7.4","Moderate"
"04/02/0402/A","41","3","SP","3","5","4","","C","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","145.581","6","","","Plunging","N","7.4","Low"
"04/02/0403/A","40","3","SP","3","5","4","","","","N","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","77.717","17","","","Plunging","NW","7.4","Low"
"04/02/0404/A","40","3","SP","3","5","4","","","","M","","","C","C","","","","","P","C","","","S1.1","S1.2.1.2.1","540.072","20","","","Plunging","N","7.4","Low"
"04/02/0405/A","30","3","SE","3","8A","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","259.804","25","","","Collapsing","N","7.4","Low"
"04/02/0406/A","30","1","SE","1","1A","2","","","","N","","","C","","","","","","C","C","","","S1.1","","157.155","43","","","Surging","N","7.4","Low"
"04/02/0407/A","30","1","SE","1","1A","2","","","","M","","","C","C","","","","","C","C","","","S1.1","","70.604","56","","","Surging","N","7.4","Low"
"04/02/0408/A","30","1","SE","1","8A","3","","","","M","","","C","C","P","","","","C","C","P","P","S1.1","","919.965","56","","","Surging","N","7.4","Low"
"04/02/0409/A","30","3","SE","3","5","4","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","319.789","17","","","Plunging","SW","7.4","Low"
"04/02/0409/B","30","6","SE","6","5","4","","P","","M","","","C","P","C","","","","C","C","","","S1.2.1.2.1","","244.357","15","","","Plunging","W","7.4","Low"
"04/02/0410/A","40","3","SP","3","5","4","","","","M","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.2.1","160.437","19","","","Plunging","SW","7.4","Low"
"04/02/0411/A","51","3","P","3","9A","5","","P","","N","","","P","C","P","","","C","C","P","","","S1.1","S1.2.1.2.1","795.024","5","","","Spilling","S","7.4","Low"
"04/02/0412/A","51","3","P","3","8A","5","","P","","N","","","P","P","C","","","C","C","C","","","S1.1","S1.2.1.2.1","1416.44","17","","","Plunging","SW","7.4","Low"
"04/02/0413/A","51","6","P","6","5","5","","P","N","N","","","P","P","P","","","","C","P","","","S1.2.1.2.1","","1287.564","22","","","Plunging","S","7.4","Low"
"04/02/0413/B","51","3","P","3","8A","5","","","","N","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","234.721","43","","","Surging","S","7.4","Low"
"04/02/0414/A","51","6","P","6","9A","5","","","","N","","","P","","C","","","","C","","","","S1.2.1.2.1","","133.38","10","","","Plunging","S","7.4","Low"
"04/02/0415/A","51","7","P","7","9A","5","","P","","N","","","P","","C","","","","C","C","","","S1.2.2.2","","148.942","5","","","Spilling","S","7.4","Low"
"04/02/0416/A","51","7","P","7","3A","4","","","","N","","","","","P","","","","P","P","","","S1.2.2.2","","48.128","16","","","Plunging","SW","7.4","Low"
"04/02/0417/A","51","6","P","6","5","5","","","N","N","","","P","","P","","","","C","C","","","S1.2.1.2.1","","268.049","20","","","Plunging","S","7.4","Low"
"04/02/0418/A","51","6","P","6","9A","5","","P","N","","","","C","","P","","","","C","P","","","S1.2.1.2.1","","943.8","14","","","Plunging","S","7.4","Low"
"04/02/0419/A","51","6","P","6","9A","5","","","N","N","","","P","","P","","","","","P","","","S1.2.1.2.1","","672.023","10","","","Plunging","S","7.4","Low"
"04/02/0420/A","63","7","VP","7","9A","4","","P","","","","","","","","","","C","","P","","","S1.2.2.2","","197.921","4","","","Spilling","W","7.4","Low"
"04/02/0421/A","61","7","VP","7","9A","4","","","","N","","","P","","","","","C","","C","","","S1.2.2.2","","437.343","4","","","Spilling","W","7.4","Low"
"04/02/0422/A","61","4","VP","4","9A","4","","","","N","","","C","","","","","C","","C","","","S1.1","S1.2.2.2","265.055","16","","","Plunging","N","7.4","Low"
"04/02/0423/A","61","7","VP","7","9A","4","","","","N","","","C","","","","","C","P","C","","","S1.2.2.2","","1174.89","2","","","Spilling","N","7.4","Low"
"04/02/0424/A","51","4","P","4","9A","4","","","","N","","","P","","","","","C","P","C","","","S1.1","S1.2.2.2","337.617","28","","","Plunging","N","7.4","Low"
"04/02/0425/A","54","4","P","4","8A","4","","","","N","","","","","P","","","C","P","C","","","S1.1","S1.2.2.2","103.602","43","","","Surging","N","7.4","Low"
"04/02/0426/A","54","7","P","7","9A","5","","","","N","","","C","P","","","","C","","P","","","S1.2.2.2","","862.431","26","","","Plunging","N","7.4","Low"
"04/02/0427/A","51","3","P","3","9A","5","","","","N","","","","","C","","","C","","C","","","S1.1","S1.2.1.2.1","261.148","20","","","Plunging","W","7.4","Low"
"04/02/0427/B","51","7","P","7","9A","4","","","","N","","","","","","","","C","","P","","","S1.2.2.2","","2276.378","2","","","Spilling","SW","7.4","Low"
"04/02/0428/A","63","10","VP","10","10A","5","","","N","","","","","","","","","C","","","","","S1.2","S2.3","1137.341","4","","","Spilling","SW","7.4","Low"
"04/02/0429/A","51","7","P","7","9A","4","","","N","","","","","","","","","C","","","","","S1.2.2.2","","270.373","4","","","Spilling","NE","7.4","Low"
"04/02/0430/A","53","7","P","7","10A","4","","","","N","","","","","","","","C","","P","","","S1.2.2.2","","190.416","4","","","Spilling","NE","7.4","Low"
"04/02/0431/A","51","7","P","7","9A","4","","","","N","","","","","","","","C","","C","","","S1.2.2.2","","66.966","3","","","Spilling","NE","7.4","Low"
"04/02/0432/A","53","7","P","7","9A","4","","","","N","","","","","","","","C","","","","","S1.2.2.2","","50.093","3","","","Spilling","NE","7.4","Low"
"04/02/0433/A","51","7","P","7","9A","4","","","","N","","","C","","","","","C","","C","","","S1.2.2.2","","541.809","3","","","Spilling","N","7.4","Low"
"04/02/0434/A","53","7","P","7","10A","4","","P","","","","","","","","","","C","","","","","S1.2.2.2","","1044.343","2","","","Spilling","N","7.4","Low"
"04/02/0435/A","51","7","P","7","9A","4","","","N","N","","","","","","","","C","","C","","","S1.2.2.2","","1316.467","3","","","Spilling","N","7.4","Low"
"04/02/0436/A","51","7","P","7","9A","4","","","N","","","","","","","","","C","","","","","S1.2.2.2","","977.936","3","","","Spilling","SW","7.4","Low"
"04/02/0437/A","51","7","P","7","9A","4","","","","N","","","","","","","","C","","C","","","S1.2.2.2","","2460.531","2","","","Spilling","N","7.4","Low"
"04/02/0438/A","53","10","P","10","10A","4","","","","","","","","P","","","","C","","C","","","S1.2","S2.3","14901.338","1","","","Spilling","N","7.4","Low"
"04/02/0439/A","53","7","P","7","10A","4","","P","","","","","","","C","","","C","","C","","","S1.2.2.2","","952.611","1","","","Spilling","N","7.4","Low"
"04/02/0440/A","51","7","P","7","10A","4","","P","","","","","","","","","","","","","","","S1.2.2.2","","517.216","1","","","Spilling","N","7.4","Low"
"04/02/0441/A","53","11","P","11","10A","5","","","","","","","","","","","","","","","","","S2.3","","73.197","20","","","Plunging","N","7.4","Low"
"04/02/0442/A","51","7","P","7","3A","4","","","","","","","","","","","","","","","","","S1.2.2.2","","1645.096","20","","","Plunging","E","7.4","Low"
"04/02/0443/A","41","7","SP","7","9A","4","","C","","","","","","","","","","C","","C","","","S1.2.2.2","","2250.586","1","","","Spilling","SE","7.4","Low"
"04/02/0444/A","51","7","P","7","9A","4","","C","","","","","","","","","","","","","","","S1.2.2.2","","821.952","2","","","Spilling","E","7.4","Low"
"04/02/0445/A","41","7","SP","7","9A","4","","C","","","","","","","","","","","","C","","","S1.2.2.2","","567.424","5","","","Spilling","N","7.4","Low"
"04/02/0446/A","32","7","SE","7","7","3","","C","","","","","","","C","","","","","","","","S1.2.2.2","","2112.832","2","","","Spilling","NW","7.4","Moderate"
"04/02/0447/A","32","6","SE","6","5","4","","C","","","","","","","","","","","","","","","S1.2.1.2.1","","1101.454","12","","","Plunging","NW","7.4","Moderate"
"04/02/0447/B","32","6","SE","6","7","4","","C","","","","","","","","","","","P","","","","S1.2.1.2.1","","1609.214","7","","","Plunging","W","7.4","Moderate"
"04/02/0448/A","51","10","P","10","10A","5","","","","","","","","","","","","","","","","","S1.2","S2.3","1193.498","3","","","Spilling","N","7.4","Low"
"04/02/0449/A","31","3","SE","3","7","4","","C","","M","","","P","","","","","","","P","","","S1.1","S1.2.1.2.1","415.995","5","","","Plunging","W","7.4","Low"
"04/02/0450/A","32","7","SE","7","7","3","","C","","M","","","","","","","","","P","","","","S1.2.2.2","","335.681","3","","","Spilling","NW","7.4","Low"
"04/02/0451/A","30","3","SE","3","7","3","","","","M","","","C","","","","","","","C","","","S1.1","S1.2.1.2.1","128.659","2","","","Spilling","NW","7.4","Low"
"04/02/0452/A","32","7","SE","7","7","3","","","M","M","","","","","","","","","","","","","S1.2.2.2","","452.237","1","","","Spilling","W","7.4","Low"
"04/02/0453/A","43","7","SP","7","7","4","","C","","","","","","","","","","C","","","","","S1.2.2.2","","887.623","1","","","Spilling","N","7.4","Low"
"04/02/0454/A","51","7","P","7","7","4","","","","N","","","","","","","","","","","","","S1.2.2.2","","258.441","1","","","Spilling","NE","7.4","Low"
"04/02/0455/A","53","10","P","10","10A","5","","C","","","","","","","","","","","","","","","S1.2","S2.3","1406.209","5","","","Spilling","S","7.4","Low"
"04/02/0456/A","43","10","SP","10","10A","5","","C","","","","","","","","","","","","","","","S1.2","S2.3","592.042","5","","","Spilling","NE","7.4","Low"
"04/02/0457/A","51","7","P","7","9A","4","","","N","","","","","","","","","","","","","","S1.2.2.2","","637.158","0","","","Spilling","N","7.4","Low"
"04/02/0458/A","51","7","P","7","9A","4","","","","N","","","","","","","","","","","","","S1.2.2.2","","206.791","1","","","Spilling","NW","7.4","Low"
"04/02/0459/A","51","7","P","7","9A","4","C","","","","","","","","","","","","","","","","S1.2.2.2","","3128.801","0","","","Spilling","NW","7.4","Low"
"04/02/0460/A","51","7","P","7","9A","4","C","","","","","","","","","","","","","","","","S1.2.2.2","","3731.994","0","","","Spilling","NW","7.4","Low"
"04/02/0461/A","53","11","P","11","10A","5","C","","","","","","","","","","","","","","","","S2.3","","245.271","7","","","Plunging","SW","7.4","Low"
"04/02/0462/A","42","10","SP","10","10A","5","","P","","","","","","","","","","","","","","","S1.2","S2.3","142.637","5","","","Spilling","S","7.4","Low"
"04/02/0463/A","30","1","SE","1","1A","2","","","","","","","","","","","","","","","","","S1.1","","129.395","68","","","Surging","N","7.4","Low"
"04/02/0464/A","43","7","SP","7","9A","4","","C","","","","","","","","","","P","C","C","","","S1.2.2.2","","163.512","2","","","Spilling","NE","7.4","Low"
"04/02/0465/A","41","7","SP","7","9A","4","","P","","","","","","","","","","","C","P","","","S1.2.2.2","","220.523","2","","","Spilling","E","7.4","Low"
"04/02/0466/A","43","7","SP","7","9A","4","","C","","","","","","","","","","C","C","C","","","S1.2.2.2","","86.008","2","","","Spilling","E","7.4","Low"
"04/02/0467/A","41","6","SP","6","9A","4","","","","M","","","P","","","","","","","C","","","S1.2.1.2.1","","229.383","1","","","Spilling","SE","7.4","Low"
"04/02/0468/A","30","3","SE","3","5","4","","","","M","","","C","","P","","","","P","C","","","S1.1","S1.2.1.2.1","255.042","16","","","Plunging","N","7.4","Low"
"04/02/0469/A","30","3","SE","3","6B","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","122.479","20","","","Plunging","N","7.4","Low"
"04/02/0470/A","32","6","SE","6","5","4","","C","","","","","","","","","","","C","","","","S1.2.1.2.1","","362.673","12","","","Plunging","W","7.4","Low"
"04/02/0471/A","30","2","SE","2","6B","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","106.171","19","","","Plunging","N","7.4","Low"
"04/02/0472/A","32","6","SE","6","5","4","","C","","N","","","P","","C","","","","C","P","","","S1.2.1.2.1","","192.336","12","","","Plunging","NW","7.4","Low"
"04/02/0473/A","30","3","SE","3","5","4","","","","M","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","129.108","22","","","Plunging","N","7.4","Low"
"04/02/0474/A","32","6","SE","6","5","4","","","","M","","","C","","","","","","C","P","","","S1.2.1.2.1","","150.221","16","","","Plunging","N","7.4","Low"
"04/02/0475/A","30","3","SE","3","5","4","","","","M","","","C","P","","","","","C","C","","","S1.1","S1.2.1.2.1","42.062","22","","","Plunging","N","7.4","Low"
"04/02/0475/B","30","1","SE","1","1A","2","","","","M","","","C","","","","","","C","C","","","S1.1","","57.995","37","","","Surging","N","7.4","Low"
"04/02/0476/A","40","6","SP","6","5","4","","","","M","","","P","","P","","","","C","C","","","S1.2.1.2.1","","178.437","17","","","Plunging","N","7.4","Low"
"04/02/0477/A","40","2","SP","2","6B","4","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.1","177.148","28","","","Collapsing","N","7.4","Low"
"04/02/0478/A","30","6","SE","6","5","4","","","","M","","","","","P","","","","C","","","","S1.2.1.2.1","","268.361","13","","","Plunging","NW","7.4","Low"
"04/02/0479/A","40","2","SP","2","6B","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","179.774","28","","","Collapsing","N","7.4","Low"
"04/02/0480/A","42","3","SP","3","5","4","","","M","M","","","","","P","","","","C","","P","","S1.1","S1.2.1.2.1","214.723","13","","","Plunging","W","7.4","Low"
"04/02/0480/B","42","6","SP","6","5","4","","","","","","","","","","","","","C","","","","S1.2.1.2.1","","312.217","14","","","Plunging","W","7.4","Low"
"04/02/0480/C","42","3","SP","3","5","4","","","","","","","P","","C","","","","C","","","","S1.1","S1.2.1.2.1","215.175","13","","","Plunging","W","7.4","Low"
"04/02/0481/A","41","3","SP","3","5","4","","C","","","","","","","P","","","","C","P","","","S1.1","S1.2.1.2.1","125.776","15","","","Plunging","NW","7.4","Low"
"04/02/0482/A","40","2","SP","2","8D","4","","","","M","","","C","P","","","","","C","C","","","S1.1","S1.2.1.1","294.655","25","","","Collapsing","N","7.4","Low"
"04/02/0483/A","30","2","SE","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","355.805","22","","","Plunging","NW","7.4","Low"
"04/02/0484/A","41","6","SP","6","9A","5","","","","M","","","P","","C","","","","C","C","","","S1.2.1.2.1","","239.907","8","","","Plunging","S","7.4","Low"
"04/02/0485/A","32","6","SE","6","9A","5","","C","","N","","","","","C","","","","C","C","","","S1.2.1.2.1","","271.521","3","","","Spilling","S","7.4","Low"
"04/02/0486/A","32","6","SE","6","9A","5","","","","M","","","P","","C","","","","C","C","","","S1.2.1.2.1","","68.245","7","","","Plunging","NW","7.4","Low"
"04/02/0487/A","40","3","SP","3","5","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","135.859","20","","","Plunging","W","7.4","Low"
"04/02/0488/A","40","1","SP","1","2A","2","","","","M","","","C","","C","","","","C","C","","","S1.1","","55.821","32","","","Collapsing","W","7.4","Low"
"04/02/0489/A","41","6","SP","6","5","4","","","","M","","","P","","P","","","","C","P","","","S1.2.1.2.1","","141.145","13","","","Plunging","W","7.4","Low"
"04/02/0490/A","40","6","SP","6","5","5","","","","M","","","C","","C","P","","","C","C","","","S1.2.1.2.1","","176.719","15","","","Plunging","SE","7.4","Low"
"04/02/0491/A","43","6","SP","6","9A","5","","C","","","","","","","","","","P","","C","","","S1.2.1.2.1","","144.214","4","","","Spilling","SW","7.4","Low"
"04/02/0492/A","30","6","SE","6","9A","5","","C","N","","","","C","","C","","","","","C","","","S1.2.1.2.1","","114.037","7","","","Plunging","W","7.4","Low"
"04/02/0493/A","40","6","SP","6","5","5","","","N","N","","","P","","C","","","","","P","","","S1.2.1.2.1","","493.132","14","","","Plunging","W","7.4","Low"
"04/02/0494/A","32","6","SE","6","5","5","","C","","","","","","","","","","","","","","","S1.2.1.2.1","","456.967","12","","","Plunging","W","7.4","Low"
"04/02/0495/A","32","6","SE","6","9A","4","","","N","","","","P","","","","","","","P","","","S1.2.1.2.1","","90.741","5","","","Spilling","W","7.4","Low"
"04/02/0496/A","40","6","SP","6","5","5","","","","M","","","C","","C","","","","C","C","","","S1.2.1.2.1","","361.883","16","","","Plunging","NW","7.4","Low"
"04/02/0497/A","41","6","SP","6","5","5","","","M","M","","","","","P","","","","C","","","","S1.2.1.2.1","","243.136","12","","","Plunging","NW","7.4","Low"
"04/02/0498/A","40","2","SP","2","8A","4","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.1","120.927","28","","","Plunging","NW","7.4","Low"
"04/02/0498/B","40","6","SP","6","5","5","","","M","M","","","","","C","","","","C","P","","","S1.2.1.2.1","","114.437","10","","","Plunging","W","7.4","Low"
"04/02/0498/C","40","3","SP","3","8D","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","83.055","16","","","Plunging","W","7.4","Low"
"04/02/0499/A","42","6","SP","6","5","5","","P","","N","","","P","","","","","","C","P","","","S1.2.1.2.1","","98.473","16","","","Plunging","NW","7.4","Low"
"04/02/0500/A","40","3","SP","3","8D","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","470.69","20","","","Plunging","NW","7.4","Low"
"04/02/0501/A","40","6","SP","6","5","5","","P","N","N","","","P","","C","","","","C","C","","","S1.2.1.2.1","","240.11","13","","","Plunging","W","7.4","Low"
"04/02/0502/A","30","1","SE","1","8A","3","","","","M","","","P","","C","","","","C","C","","","S1.1","","218.926","47","","","Surging","W","7.4","Low"
"04/02/0502/B","30","2","SE","2","8D","4","","","","M","M","","C","P","","","","","C","C","","","S1.1","S1.2.1.1","251.777","27","","","Plunging","S","6.1","Low"
"04/02/0503/A","42","6","SP","6","5","5","","C","","","","","","","","","","","C","","","","S1.2.1.2.1","","211.518","6","","","Spilling","SW","6.1","Low"
"04/02/0504/A","40","2","SP","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","92.127","31","","","Plunging","W","6.1","Low"
"04/02/0504/B","40","3","SP","3","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","115.331","14","","","Plunging","S","6.1","Low"
"04/02/0504/C","40","3","SP","3","8D","5","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","144.513","27","","","Plunging","S","6.1","Low"
"04/02/0504/D","40","6","SP","6","8D","5","","","","M","","","P","","","","","","C","P","","","S1.2.1.2.1","","60.848","12","","","Plunging","SW","6.1","Low"
"04/02/0505/A","40","1","SP","1","8A","3","","","","M","","","C","","P","","","","C","C","","","S1.1","","99.476","57","","","Surging","S","6.1","Low"
"04/02/0505/B","40","2","SP","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","36.283","27","","","Plunging","E","6.1","Low"
"04/02/0505/C","40","6","SP","6","6B","5","","","","M","","","C","C","C","","","","C","C","","","S1.2.1.2.1","","86.945","9","","","Plunging","SE","6.1","Low"
"04/02/0506/A","41","6","SP","6","5","5","","P","M","","","","","C","","","","","C","","","","S1.2.1.2.1","","47.204","10","","","Plunging","SE","6.1","Low"
"04/02/0507/A","40","6","SP","6","6B","5","","","","N","","","C","C","C","","","","C","C","","","S1.2.1.2.1","","398.876","19","","","Plunging","S","6.1","Low"
"04/02/0507/B","40","3","SP","3","6B","5","","","","N","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.2.1","261.685","21","","","Plunging","S","6.1","Low"
"04/02/0507/C","40","1","SP","1","8A","3","","","","N","","","C","P","C","","","","C","C","","","S1.1","","116.114","72","","","Surging","S","6.1","Low"
